mondo,pathways
MONDO:0014049,hsa04360
MONDO:0014046,
MONDO:0014047,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05010;hsa05017;hsa05020;hsa05100;hsa05131;hsa05132;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05171;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0042979,
MONDO:0042979,hsa04010;hsa04020;hsa04022;hsa04024;hsa04260;hsa04261;hsa04270;hsa04723;hsa04725;hsa04726;hsa04727;hsa04911;hsa04912;hsa04921;hsa04924;hsa04925;hsa04927;hsa04929;hsa04934;hsa04935;hsa05010;hsa05020;hsa05022;hsa05207;hsa05410;hsa05412;hsa05414
MONDO:0042977,hsa04064;hsa04217;hsa04380;hsa04622;hsa04625
MONDO:0014055,
MONDO:0014056,hsa05165;hsa05166;hsa05200;hsa05225;hsa05226
MONDO:0014054,hsa04060
MONDO:0014051,hsa00190;hsa00860;hsa01100;hsa01240;hsa04714
MONDO:0014052,hsa04512
MONDO:0014050,hsa00830;hsa01100
MONDO:0014059,
MONDO:0014057,
MONDO:0014058,hsa03030;hsa03410;hsa03420
MONDO:0014022,hsa00515;hsa01100
MONDO:0014023,hsa00510;hsa00563;hsa01100
MONDO:0014020,
MONDO:0014021,hsa04750
MONDO:0014028,
MONDO:0014029,
MONDO:0014026,
MONDO:0014027,hsa03040
MONDO:0014024,
MONDO:0014025,hsa05014
MONDO:0014033,hsa04020;hsa04728;hsa04740;hsa05012;hsa05142;hsa05146
MONDO:0014034,
MONDO:0014031,
MONDO:0014032,hsa04060;hsa04350;hsa04390
MONDO:0014030,
MONDO:0014039,
MONDO:0014037,
MONDO:0014038,hsa03030;hsa03410;hsa03420
MONDO:0014035,hsa04015;hsa04310;hsa04390;hsa04510;hsa04520;hsa04550;hsa04670;hsa04916;hsa04919;hsa04934;hsa04936;hsa05010;hsa05022;hsa05100;hsa05132;hsa05160;hsa05163;hsa05165;hsa05167;hsa05200;hsa05205;hsa05210;hsa05213;hsa05215;hsa05216;hsa05217;hsa05224;hsa05225;hsa05226;hsa05412;hsa05418
MONDO:0054806,
MONDO:0054804,
MONDO:0054805,
MONDO:0054802,hsa05143;hsa05144
MONDO:0054802,hsa05143;hsa05144
MONDO:0054801,hsa05143;hsa05144
MONDO:0017884,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04151;hsa04360;hsa04510;hsa04520;hsa05100;hsa05120;hsa05144;hsa05200;hsa05202;hsa05205;hsa05206;hsa05208;hsa05211;hsa05218;hsa05223;hsa05225;hsa05226;hsa05230
MONDO:0017884,hsa05202;hsa05211
MONDO:0015270,
MONDO:0015278,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04540;hsa04550;hsa04625;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa04960;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0015278,hsa04068;hsa04110;hsa04310;hsa04350;hsa04371;hsa04390;hsa04520;hsa04550;hsa04659;hsa04933;hsa05161;hsa05166;hsa05200;hsa05210;hsa05212;hsa05220;hsa05225;hsa05226
MONDO:0015278,hsa04068;hsa04140;hsa04150;hsa04151;hsa04152;hsa04211;hsa04530;hsa04920
MONDO:0015278,hsa01522;hsa01524;hsa04010;hsa04071;hsa04110;hsa04115;hsa04137;hsa04151;hsa04210;hsa04211;hsa04216;hsa04218;hsa04310;hsa04722;hsa04919;hsa05012;hsa05014;hsa05016;hsa05131;hsa05160;hsa05161;hsa05162;hsa05163;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05205;hsa05206;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05217;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05417;hsa05418
MONDO:0054862,hsa03460
MONDO:0054860,
MONDO:0054861,hsa04012;hsa04020;hsa04024;hsa04066;hsa04114;hsa04217;hsa04261;hsa04310;hsa04360;hsa04713;hsa04720;hsa04722;hsa04725;hsa04728;hsa04740;hsa04750;hsa04911;hsa04912;hsa04916;hsa04921;hsa04922;hsa04925;hsa04934;hsa04971;hsa05012;hsa05022;hsa05031;hsa05152;hsa05200;hsa05205;hsa05214;hsa05415;hsa05417
MONDO:0054852,
MONDO:0054850,hsa03013;hsa05014
MONDO:0016581,
MONDO:0016581,
MONDO:0016581,
MONDO:0016581,
MONDO:0054849,
MONDO:0054846,
MONDO:0054847,hsa04010;hsa04015;hsa04530
MONDO:0054844,hsa03018
MONDO:0054845,
MONDO:0054842,hsa04141
MONDO:0054843,
MONDO:0054837,
MONDO:0054838,
MONDO:0054836,hsa04721;hsa04726;hsa04728;hsa05012;hsa05030;hsa05031;hsa05034
MONDO:0054833,hsa04022;hsa04024;hsa04260;hsa04261;hsa04911;hsa04918;hsa04919;hsa04925;hsa04960;hsa04961;hsa04964;hsa04970;hsa04971;hsa04972;hsa04973;hsa04974;hsa04976;hsa04978
MONDO:0054831,
MONDO:0054832,
MONDO:0054817,
MONDO:0054813,
MONDO:0054794,
MONDO:0054791,
MONDO:0054785,
MONDO:0054781,hsa03010
MONDO:0054782,hsa00860;hsa00970;hsa01100;hsa01240
MONDO:0054780,
MONDO:0054776,hsa04742
MONDO:0016419,hsa04110;hsa04115;hsa04218;hsa05166
MONDO:0016419,hsa01521;hsa01522;hsa01524;hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04261;hsa04370;hsa04371;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04926;hsa04929;hsa04931;hsa04932;hsa04933;hsa04935;hsa04936;hsa04973;hsa05010;hsa05017;hsa05131;hsa05132;hsa05135;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05205;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0016419,hsa01522;hsa04915;hsa04917;hsa04919;hsa04961;hsa05200;hsa05205;hsa05207;hsa05224
MONDO:0016419,hsa04512
MONDO:0016419,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04540;hsa04550;hsa04625;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa04960;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0016419,hsa01524;hsa03440;hsa04064;hsa04068;hsa04110;hsa04115;hsa04210;hsa04218;hsa05131;hsa05165;hsa05166;hsa05170;hsa05202;hsa05206
MONDO:0016419,
MONDO:0016419,
MONDO:0016419,
MONDO:0016419,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05010;hsa05017;hsa05020;hsa05100;hsa05131;hsa05132;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05171;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0016419,hsa03440
MONDO:0016419,hsa03440;hsa03460;hsa05200;hsa05212
MONDO:0016419,hsa01524;hsa03440;hsa03460;hsa04120;hsa04151;hsa05206;hsa05224
MONDO:0016419,hsa03440;hsa03460;hsa05200;hsa05212;hsa05224
MONDO:0016419,hsa01522;hsa01524;hsa04010;hsa04071;hsa04110;hsa04115;hsa04137;hsa04151;hsa04210;hsa04211;hsa04216;hsa04218;hsa04310;hsa04722;hsa04919;hsa05012;hsa05014;hsa05016;hsa05131;hsa05160;hsa05161;hsa05162;hsa05163;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05205;hsa05206;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05217;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05417;hsa05418
MONDO:0016419,hsa03440
MONDO:0016419,hsa03440;hsa03460
MONDO:0016419,hsa03440;hsa03460
MONDO:0016419,hsa01524;hsa04115;hsa04210;hsa04215;hsa04217;hsa04620;hsa04621;hsa04622;hsa04625;hsa04657;hsa04668;hsa04932;hsa04936;hsa05010;hsa05016;hsa05022;hsa05130;hsa05132;hsa05134;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05203;hsa05416;hsa05417
MONDO:0016419,hsa03440
MONDO:0016419,hsa04115
MONDO:0016419,hsa04140;hsa04211;hsa05010;hsa05014;hsa05016;hsa05017;hsa05022
MONDO:0016419,hsa04015;hsa04371;hsa04390;hsa04514;hsa04520;hsa05100;hsa05200;hsa05213;hsa05216;hsa05218;hsa05219;hsa05226
MONDO:0017715,hsa00062;hsa00071;hsa00280;hsa00310;hsa00380;hsa00650;hsa01100;hsa01212
MONDO:0054770,hsa05016;hsa05022
MONDO:0054771,hsa04145;hsa04210;hsa04530;hsa04540;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05130;hsa05132
MONDO:0054765,
MONDO:0054763,
MONDO:0054764,hsa04146
MONDO:0054761,
MONDO:0054754,hsa04014;hsa04137;hsa04140;hsa04620;hsa04621;hsa04622;hsa04623;hsa04657;hsa04936;hsa05014;hsa05022;hsa05131;hsa05135;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05167;hsa05168;hsa05169;hsa05170;hsa05171;hsa05417
MONDO:0054752,hsa04060;hsa04350;hsa04390
MONDO:0054750,
MONDO:0054749,hsa00230;hsa01100;hsa01522;hsa04015;hsa04020;hsa04022;hsa04024;hsa04062;hsa04072;hsa04114;hsa04211;hsa04213;hsa04261;hsa04270;hsa04371;hsa04540;hsa04611;hsa04713;hsa04714;hsa04723;hsa04724;hsa04725;hsa04727;hsa04740;hsa04750;hsa04911;hsa04912;hsa04913;hsa04914;hsa04915;hsa04916;hsa04918;hsa04921;hsa04923;hsa04925;hsa04926;hsa04927;hsa04928;hsa04934;hsa04935;hsa04962;hsa04970;hsa04971;hsa04972;hsa04976;hsa05032;hsa05110;hsa05163;hsa05166;hsa05200;hsa05207;hsa05414
MONDO:0054748,hsa01524;hsa03440;hsa03460;hsa04120;hsa04151;hsa05206;hsa05224
MONDO:0054743,hsa00510;hsa01100
MONDO:0054741,hsa03010
MONDO:0054742,hsa01100
MONDO:0054740,hsa04015;hsa04371;hsa04390;hsa04514;hsa04520;hsa05100;hsa05200;hsa05213;hsa05216;hsa05218;hsa05219;hsa05226
MONDO:0007339,hsa04015;hsa04371;hsa04390;hsa04514;hsa04520;hsa05100;hsa05200;hsa05213;hsa05216;hsa05218;hsa05219;hsa05226
MONDO:0054738,hsa04512
MONDO:0054739,
MONDO:0054736,
MONDO:0054732,hsa03460
MONDO:0054733,
MONDO:0054730,
MONDO:0054731,hsa00230;hsa00730;hsa01100;hsa01240
MONDO:0054729,
MONDO:0054727,
MONDO:0054728,
MONDO:0054725,
MONDO:0054726,
MONDO:0054723,
MONDO:0054724,
MONDO:0054722,
MONDO:0054716,
MONDO:0054708,
MONDO:0054701,hsa00310;hsa01100
MONDO:0054700,hsa03050
MONDO:0054699,hsa03050;hsa05010;hsa05012;hsa05014;hsa05016;hsa05017;hsa05020;hsa05022
MONDO:0054699,hsa03050
MONDO:0054697,hsa04064;hsa04660;hsa04662
MONDO:0054698,hsa03050
MONDO:0009726,hsa03050
MONDO:0054695,hsa04010
MONDO:0054696,hsa04010;hsa04064;hsa04380;hsa04625;hsa05166;hsa05169
MONDO:0054691,
MONDO:0054680,hsa00230;hsa00240;hsa01100
MONDO:0054677,
MONDO:0054669,
MONDO:0054666,
MONDO:0054665,hsa01522;hsa04015;hsa04020;hsa04024;hsa04072;hsa04261;hsa04270;hsa04540;hsa04611;hsa04713;hsa04714;hsa04724;hsa04726;hsa04728;hsa04730;hsa04750;hsa04911;hsa04912;hsa04913;hsa04915;hsa04916;hsa04918;hsa04921;hsa04922;hsa04923;hsa04924;hsa04925;hsa04926;hsa04927;hsa04928;hsa04934;hsa04935;hsa04961;hsa04962;hsa04970;hsa04971;hsa04972;hsa04976;hsa05012;hsa05030;hsa05031;hsa05032;hsa05034;hsa05110;hsa05142;hsa05146;hsa05163;hsa05165;hsa05200;hsa05207;hsa05414
MONDO:0018975,hsa01521;hsa04010;hsa04014
MONDO:0018945,
MONDO:0018959,
MONDO:0018919,hsa01522;hsa04015;hsa04020;hsa04024;hsa04072;hsa04261;hsa04270;hsa04540;hsa04611;hsa04713;hsa04714;hsa04724;hsa04726;hsa04728;hsa04730;hsa04750;hsa04911;hsa04912;hsa04913;hsa04915;hsa04916;hsa04918;hsa04921;hsa04922;hsa04923;hsa04924;hsa04925;hsa04926;hsa04927;hsa04928;hsa04934;hsa04935;hsa04961;hsa04962;hsa04970;hsa04971;hsa04972;hsa04976;hsa05012;hsa05030;hsa05031;hsa05032;hsa05034;hsa05110;hsa05142;hsa05146;hsa05163;hsa05165;hsa05200;hsa05207;hsa05414
MONDO:0018931,hsa04142
MONDO:0054654,
MONDO:0015057,hsa04974
MONDO:0027048,hsa04310
MONDO:0054637,hsa04014
MONDO:0011899,hsa04014
MONDO:0054636,
MONDO:0016369,
MONDO:0016368,hsa04110;hsa04114;hsa04120;hsa04914;hsa05166
MONDO:0054615,hsa05014;hsa05016;hsa05022
MONDO:0015012,hsa05132
MONDO:0015013,
MONDO:0015010,hsa04721
MONDO:0015011,
MONDO:0015018,
MONDO:0015019,hsa04621;hsa04668;hsa05152;hsa05321
MONDO:0015016,hsa00140;hsa00380;hsa00980;hsa04913;hsa05204;hsa05206;hsa05207;hsa05208
MONDO:0054602,hsa04360;hsa05200;hsa05210
MONDO:0015017,
MONDO:0015014,hsa04137;hsa04380;hsa04916;hsa05200;hsa05202;hsa05218
MONDO:0015015,hsa00120;hsa01100;hsa03320;hsa04146
MONDO:0054601,
MONDO:0015023,
MONDO:0015024,
MONDO:0015021,
MONDO:0015022,
MONDO:0015020,hsa00562;hsa01100;hsa04070
MONDO:0015025,hsa00020;hsa00270;hsa00620;hsa00630;hsa01100;hsa01200
MONDO:0015026,
MONDO:0015001,hsa04260;hsa04261;hsa04371
MONDO:0015002,
MONDO:0015000,hsa04142
MONDO:0015009,hsa04360
MONDO:0015007,hsa04722
MONDO:0015008,
MONDO:0015005,
MONDO:0015006,
MONDO:0015003,hsa00061;hsa00062;hsa01100;hsa01212
MONDO:0015004,hsa00310;hsa01100
MONDO:0054593,
MONDO:0054591,hsa03050;hsa05010;hsa05012;hsa05014;hsa05016;hsa05017;hsa05020;hsa05022;hsa05169
MONDO:0054588,hsa03015;hsa04022;hsa04024;hsa04114;hsa04218;hsa04261;hsa04270;hsa04390;hsa04510;hsa04611;hsa04720;hsa04728;hsa04750;hsa04810;hsa04910;hsa04921;hsa04931;hsa05031;hsa05034;hsa05168;hsa05205;hsa05415
MONDO:0054581,
MONDO:0007142,
MONDO:0054582,
MONDO:0054577,hsa05202
MONDO:0054573,hsa05016;hsa05022
MONDO:0054565,
MONDO:0054561,hsa03008
MONDO:0054559,
MONDO:0054551,hsa04218;hsa04750;hsa05418
MONDO:0054549,hsa04146
MONDO:0018855,hsa04979;hsa05010;hsa05144
MONDO:0018828,
MONDO:0018816,
MONDO:0018881,
MONDO:0018881,hsa03040
MONDO:0018881,
MONDO:0018881,hsa04014;hsa04062;hsa04151;hsa04371;hsa04713;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04740;hsa04744;hsa04926;hsa05032;hsa05034;hsa05163;hsa05167;hsa05170;hsa05200
MONDO:0018881,
MONDO:0018874,hsa04932;hsa05200;hsa05202;hsa05221
MONDO:0018874,hsa00270;hsa01100;hsa05206
MONDO:0018874,hsa05202
MONDO:0018874,hsa04010;hsa04014;hsa04151;hsa04640;hsa05200;hsa05202;hsa05221;hsa05230
MONDO:0018874,
MONDO:0018874,
MONDO:0018874,hsa01521;hsa04062;hsa04151;hsa04217;hsa04550;hsa04630;hsa04658;hsa04659;hsa04725;hsa04917;hsa04920;hsa04933;hsa04935;hsa05140;hsa05145;hsa05152;hsa05161;hsa05164;hsa05167;hsa05168;hsa05200;hsa05207;hsa05235;hsa05417
MONDO:0018874,hsa04010;hsa04014;hsa04015;hsa04072;hsa04151;hsa04640;hsa04916;hsa05200;hsa05221;hsa05224;hsa05230
MONDO:0018874,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04540;hsa04550;hsa04625;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa04960;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0018874,
MONDO:0018874,
MONDO:0018874,hsa04144
MONDO:0018874,hsa05165;hsa05166;hsa05200;hsa05225;hsa05226
MONDO:0018874,hsa03013;hsa05014
MONDO:0018874,
MONDO:0018874,
MONDO:0018874,hsa04530;hsa04659;hsa05200;hsa05202;hsa05220;hsa05221
MONDO:0018874,
MONDO:0042490,hsa04613;hsa05202;hsa05322
MONDO:0018794,hsa00564;hsa00565;hsa00590;hsa00591;hsa00592;hsa01100;hsa04010;hsa04014;hsa04072;hsa04217;hsa04270;hsa04370;hsa04611;hsa04664;hsa04666;hsa04724;hsa04726;hsa04730;hsa04750;hsa04912;hsa04913;hsa04921;hsa05231
MONDO:0032900,hsa04130;hsa04721;hsa04911;hsa04962;hsa04970
MONDO:0007944,hsa03008
MONDO:0007943,hsa03040
MONDO:0032902,
MONDO:0032901,
MONDO:0032904,
MONDO:0032903,
MONDO:0007947,hsa04350
MONDO:0032906,hsa00440;hsa00564;hsa01100
MONDO:0032905,hsa00440;hsa00564;hsa00565;hsa01100
MONDO:0032908,
MONDO:0032907,hsa04080;hsa04270
MONDO:0032909,hsa00190;hsa01100;hsa04260;hsa04714;hsa04932;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05208;hsa05415
MONDO:0007931,
MONDO:0007930,hsa04512;hsa04611;hsa04613;hsa04640
MONDO:0007932,hsa02010
MONDO:0007934,
MONDO:0007937,hsa04022;hsa04024;hsa04260;hsa04261;hsa04911;hsa04918;hsa04919;hsa04960;hsa04961;hsa04964;hsa04970;hsa04972;hsa04973;hsa04974;hsa04976;hsa04978
MONDO:0019947,hsa04144;hsa04510;hsa05020;hsa05100;hsa05205;hsa05418
MONDO:0007964,hsa01522;hsa01524;hsa04110;hsa04115;hsa04218;hsa04934;hsa05163;hsa05166;hsa05200;hsa05203;hsa05206;hsa05212;hsa05214;hsa05218;hsa05219;hsa05220;hsa05223;hsa05225
MONDO:0007963,hsa01521;hsa01522;hsa04010;hsa04012;hsa04015;hsa04024;hsa04062;hsa04068;hsa04150;hsa04270;hsa04510;hsa04650;hsa04720;hsa04722;hsa04726;hsa04730;hsa04810;hsa04910;hsa04914;hsa04928;hsa04934;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05200;hsa05205;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226
MONDO:0007963,hsa04068;hsa04140;hsa04150;hsa04151;hsa04152;hsa04211;hsa04530;hsa04920
MONDO:0007967,hsa01522;hsa01524;hsa04110;hsa04115;hsa04218;hsa04934;hsa05163;hsa05166;hsa05200;hsa05203;hsa05206;hsa05212;hsa05214;hsa05218;hsa05219;hsa05220;hsa05223;hsa05225
MONDO:0007960,hsa04020;hsa04022;hsa04270;hsa04371;hsa04510;hsa04611;hsa04810;hsa04921;hsa04971
MONDO:0007962,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05010;hsa05017;hsa05020;hsa05100;hsa05131;hsa05132;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05171;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0007959,hsa04015;hsa04310;hsa04390;hsa04510;hsa04520;hsa04550;hsa04670;hsa04916;hsa04919;hsa04934;hsa04936;hsa05010;hsa05022;hsa05100;hsa05132;hsa05160;hsa05163;hsa05165;hsa05167;hsa05200;hsa05205;hsa05210;hsa05213;hsa05215;hsa05216;hsa05217;hsa05224;hsa05225;hsa05226;hsa05412;hsa05418
MONDO:0007959,hsa04340;hsa05200;hsa05217
MONDO:0007959,hsa03440;hsa03460;hsa05200;hsa05212;hsa05224
MONDO:0007959,
MONDO:0007959,hsa04340;hsa05200;hsa05217
MONDO:0007958,hsa04020;hsa05200;hsa05216;hsa05223;hsa05230
MONDO:0007950,hsa04010;hsa04014;hsa04015;hsa04072;hsa04151;hsa04640;hsa04916;hsa05200;hsa05221;hsa05224;hsa05230
MONDO:0007949,hsa04974
MONDO:0007900,hsa00562;hsa01100;hsa04020;hsa04070;hsa04919;hsa04933;hsa05131
MONDO:0007922,
MONDO:0007926,hsa04010;hsa04064;hsa04620;hsa04621;hsa04936;hsa05130;hsa05131;hsa05132;hsa05133;hsa05134;hsa05135;hsa05140;hsa05142;hsa05143;hsa05144;hsa05145;hsa05152;hsa05161;hsa05162;hsa05164;hsa05168;hsa05169;hsa05170;hsa05171;hsa05235;hsa05417
MONDO:0007925,hsa03010;hsa05171
MONDO:0007919,hsa04010;hsa04014;hsa04015;hsa04020;hsa04151;hsa04510;hsa05200;hsa05224
MONDO:0007918,
MONDO:0007915,hsa04623
MONDO:0007915,hsa04514;hsa04660;hsa05320;hsa05323
MONDO:0007915,
MONDO:0007915,hsa04145;hsa04380;hsa04611;hsa04613;hsa04666;hsa05130;hsa05135;hsa05140;hsa05150;hsa05152;hsa05171;hsa05322
MONDO:0007915,hsa04145;hsa04380;hsa04662;hsa04666;hsa05150;hsa05152;hsa05162
MONDO:0007915,
MONDO:0007906,hsa04210;hsa05410;hsa05412;hsa05414
MONDO:0016002,hsa00310;hsa01100
MONDO:0018663,hsa00100;hsa01100
MONDO:0007986,hsa04218;hsa04750;hsa05418
